Date,Open,High,Low,Close,Adj Close,Volume
2016-02-02,122200,123600,118400,120000,117823.8594,1117265
2016-02-03,118600,121200,118600,120200,118020.2422,473700
2016-02-04,121200,121400,118800,120400,118216.6094,435350
2016-02-05,120000,121000,119200,119800,117627.5,276565
2016-02-11,117800,117800,112600,112600,110558.0625,921705
2016-02-12,111000,113200,108800,111200,109183.4453,990410
2016-02-15,112200,113400,109600,111200,109183.4453,732590
2016-02-16,110600,116000,110600,115000,112914.5391,619715
2016-02-17,115600,117400,114800,115000,112914.5391,792315
2016-02-18,115600,117600,115200,116400,114289.1484,416140
2016-02-19,115800,116400,113600,114600,112521.7891,383640
2016-02-22,115000,116200,113000,113000,110950.8125,431360
2016-02-23,113800,117400,113600,116800,114681.8984,559285
2016-02-24,116600,116800,114400,116000,113896.4063,356105
2016-02-25,116200,117800,115600,116400,114289.1484,285475
2016-02-26,116200,117200,115000,116000,113896.4063,229860
2016-02-29,116000,117000,114000,114400,112325.4219,393545
2016-03-02,116800,122400,116200,121800,119591.2266,595495
2016-03-03,123000,123000,120400,122000,119787.5938,374365
2016-03-04,123000,124200,120800,122600,120376.7188,330580
2016-03-07,123000,123800,119800,119800,117627.5,379425
2016-03-08,117600,122400,117600,120800,118609.3516,249625
2016-03-09,120200,122000,120000,121600,119394.8516,188300
2016-03-10,121600,128800,120400,127000,124696.9297,684255
2016-03-11,127600,129800,126200,127200,124893.2891,540570
2016-03-14,128200,128400,125000,127000,124696.9297,264125
2016-03-15,127000,129600,126400,128200,125875.1641,258320
2016-03-16,128800,129400,127000,128000,125678.7891,209965
2016-03-17,129800,129800,126000,127200,124893.2891,397580
2016-03-18,126600,128400,126000,127800,125482.4219,297590
2016-03-21,126800,129600,126600,128400,126071.5313,318805
2016-03-22,128200,130800,127800,129800,127446.1563,496300
2016-03-23,130000,130400,125400,126800,124500.5469,470045
2016-03-24,127600,128400,124200,124800,122536.8203,365355
2016-03-25,124800,125800,122200,122600,120376.7188,521765
2016-03-28,123200,125600,123000,123400,121162.2109,273830
2016-03-29,123400,128000,123200,128000,125678.7891,355250
2016-03-30,129800,129800,126400,127400,125089.6719,445900
2016-03-31,129000,129200,126600,127400,125089.6719,538915
2016-04-01,129000,129000,124800,125600,123322.3125,312780
2016-04-04,126400,130200,126400,130200,127838.8984,541695
2016-04-05,130000,130600,129600,130400,128035.2656,461325
2016-04-06,129000,130200,128400,129800,127446.1563,423140
2016-04-07,130200,135400,129800,135000,132551.8438,706960
2016-04-08,133400,134000,132000,132600,130195.375,363465
2016-04-11,132600,134000,131200,132800,130391.7344,296800
2016-04-12,133200,134400,132000,134000,131570,278290
2016-04-14,138000,138200,133600,134600,132159.1094,445245
2016-04-15,134400,135400,133600,134600,132159.1094,401140
2016-04-18,133600,134400,131400,132200,129802.6328,374705
2016-04-19,132200,134400,132200,133800,131373.625,451405
2016-04-20,133200,133600,130200,130800,128428.0156,463915
2016-04-21,132000,133400,131200,133400,130980.8672,412070
2016-04-22,132000,133000,131400,132600,130195.375,194870
2016-04-25,132400,133000,131000,132400,129999,355620
2016-04-26,132600,134400,129800,130800,128428.0156,789600
2016-04-27,129600,133000,128000,133000,130588.125,403340
2016-04-28,138200,138200,129200,131800,129409.875,1141055
2016-04-29,133600,136200,133200,135400,132944.6094,908665
2016-05-02,135800,136000,133400,135600,133140.9844,288895
2016-05-03,136400,136400,135000,135200,132748.2188,343900
2016-05-04,135800,136600,134000,136000,133533.7031,697250
2016-05-09,139800,141000,137400,140000,137461.1719,925425
2016-05-10,141600,142800,139000,141400,138835.7813,532275
2016-05-11,140000,140400,138000,138600,136086.5625,441680
2016-05-12,139000,139400,135200,135200,132748.2188,338430
2016-05-13,135000,137400,133600,135400,132944.6094,462865
2016-05-16,134200,139000,134200,138400,135890.1875,322650
2016-05-17,138200,138800,137200,138800,136282.9531,341630
2016-05-18,138800,139600,136400,139600,137068.4375,875390
2016-05-19,137400,140200,137400,140200,137657.5469,251090
2016-05-20,141600,142000,136400,137600,135104.7031,382600
2016-05-23,138000,138000,134600,138000,135497.4531,288895
2016-05-24,138000,140600,137200,138800,136282.9531,276200
2016-05-25,140200,141800,139000,140800,138246.6719,463225
2016-05-26,140800,141800,139800,140600,138050.2969,226115
2016-05-27,141000,141200,139000,140000,137461.1719,225070
2016-05-30,141000,142400,140400,142000,139424.9063,414260
2016-05-31,142000,144000,141200,144000,141388.6406,579335
2016-06-01,140000,140200,133200,137400,134908.3281,1681135
2016-06-02,138800,142600,138200,139400,136872.0625,509065
2016-06-03,140400,141600,139000,141400,138835.7813,438765
2016-06-07,145600,145800,141000,141400,138835.7813,498305
2016-06-08,141800,145000,141600,144400,141781.3906,556190
2016-06-09,146200,146600,142400,144000,141388.6406,672840
2016-06-10,146200,146600,143400,144000,141388.6406,475005
2016-06-13,142800,142800,137200,139400,136872.0625,800590
2016-06-14,137800,140400,135800,139400,136872.0625,654895
2016-06-15,140800,141800,138400,139400,136872.0625,352325
2016-06-16,138200,140200,138200,140200,137657.5469,299220
2016-06-17,140200,140400,137600,137800,135301.0625,367800
2016-06-20,139400,139400,136800,138400,135890.1875,307550
2016-06-21,138800,139600,137600,139400,136872.0625,307700
2016-06-22,139800,146000,139800,146000,143352.375,1005435
2016-06-23,146600,152000,146400,149400,146690.7031,1130610
2016-06-24,149000,151800,144200,147800,145119.7188,867905
2016-06-27,145600,146000,141200,142000,139424.9063,1174480
2016-06-28,140200,143800,140000,143800,141192.2656,770085
2016-06-29,143000,144800,142600,142600,140014.0313,741970
2016-06-30,142000,143400,141400,142000,139424.9063,767665
2016-07-01,142600,144600,142600,142600,140014.0313,382845
2016-07-04,143200,145800,142400,145400,142763.2344,589185
2016-07-05,146000,151200,146000,150000,147279.8438,635330
2016-07-06,150000,150000,146000,149000,146297.9688,612230
2016-07-07,150400,154000,149600,150600,147868.9531,342580
2016-07-08,150200,151200,149600,150000,147279.8438,368765
2016-07-11,149000,151600,148600,150800,148065.3281,541025
2016-07-12,151800,153600,149600,151000,148261.6875,635055
2016-07-13,152000,153600,149600,151600,148850.8281,775750
2016-07-14,150200,150800,146800,146800,144137.8594,827050
2016-07-15,150000,150600,141200,143200,140603.1406,1530420
2016-07-18,143400,143600,141200,142400,139817.6563,754640
2016-07-19,143600,144200,141400,143600,140995.8906,553990
2016-07-20,143000,143400,138200,139000,136479.3125,1009250
2016-07-21,139600,141200,139400,140800,138246.6719,541555
2016-07-22,141200,142400,140800,141000,138443.0469,451650
2016-07-25,141600,142800,141600,142000,139424.9063,257085
2016-07-26,142200,142800,140400,142000,139424.9063,289335
2016-07-27,142000,143600,142000,142400,139817.6563,293035
2016-07-28,143400,143800,141400,142000,139424.9063,491070
2016-07-29,142000,143400,141600,142000,139424.9063,531755
2016-08-01,142200,142600,135600,140200,137657.5469,729430
2016-08-02,140200,143000,139800,142600,140014.0313,244690
2016-08-03,142000,142600,140400,141000,138443.0469,248405
2016-08-04,142600,142800,140200,141400,138835.7813,256240
2016-08-05,142200,145000,141000,144600,141977.75,275795
2016-08-08,145600,149800,145400,149800,147083.4688,584725
2016-08-09,150800,151400,150000,151000,148261.6875,844050
2016-08-10,153000,155200,151800,155000,152189.1563,802060
2016-08-11,155800,155800,153800,155600,152778.2969,381135
2016-08-12,155400,156800,155400,156400,153563.7813,255920
2016-08-16,156800,159600,156600,158000,155134.75,564675
2016-08-17,155000,158400,155000,158000,155134.75,349255
2016-08-18,158400,160200,158000,160200,157294.8594,462475
2016-08-19,161400,162200,159600,161000,158080.3594,686920
2016-08-22,160000,160600,158600,159000,156116.625,400025
2016-08-23,160200,161600,159000,161200,158276.7344,347175
2016-08-24,161400,162800,160000,162400,159454.9688,359520
2016-08-25,162400,162400,160400,160800,157883.9844,484760
2016-08-26,159200,161800,159200,161000,158080.3594,375040
2016-08-29,161200,163800,160000,162000,159062.2188,420195
2016-08-30,162200,164200,161000,164200,161222.3281,353120
2016-08-31,168600,170000,165400,169000,165935.2813,791335
2016-09-01,169000,169400,163800,165800,162793.3125,451520
2016-09-02,166600,167000,164400,166200,163186.0469,327965
2016-09-05,168400,171000,168400,170000,166917.1563,259000
2016-09-06,171600,175000,166600,168600,165542.5313,604535
2016-09-07,168600,174800,167600,174400,171237.3438,436095
2016-09-08,173800,174400,170200,173800,170648.2344,391965
2016-09-09,170400,172000,168200,169400,166328.0156,416675
2016-09-12,167000,168600,166200,168000,164953.4063,347560
2016-09-13,170000,170200,166600,168200,165149.7969,348345
2016-09-19,170600,174000,169000,171200,168095.375,586770
2016-09-20,171600,173400,167000,167200,164167.9063,547270
2016-09-21,167200,172800,167200,171000,167899,543780
2016-09-22,173400,174800,171000,174600,171433.7188,561990
2016-09-23,176400,176400,172200,175600,172415.5938,370470
2016-09-26,175800,176800,173800,175200,172022.8438,210255
2016-09-27,175200,178000,173200,176800,173593.8281,403515
2016-09-28,177200,179000,176800,177400,174182.9531,273915
2016-09-29,178000,180600,177400,180000,176735.7969,385935
2016-09-30,177200,177600,171800,176600,173397.4531,862565
2016-10-04,176600,176800,170000,171600,168488.1406,546000
2016-10-05,170600,175000,170200,173400,170255.4844,332615
2016-10-06,173800,174800,170400,172200,169077.25,274215
2016-10-07,172000,172200,166800,168600,165542.5313,379640
2016-10-10,170600,176000,169600,174400,171237.3438,346245
2016-10-11,177600,178800,170600,172400,169273.625,350610
2016-10-12,174000,176000,172400,172800,169666.3594,320420
2016-10-13,171800,172600,165400,165400,162400.5469,480495
2016-10-14,166200,169800,166200,168800,165738.8906,281195
2016-10-17,168400,171400,166600,170200,167113.5156,388605
2016-10-18,170800,171600,167600,169200,166131.6563,405305
2016-10-19,168200,169000,164600,165800,162793.3125,428005
2016-10-20,166000,169000,165200,168800,165738.8906,580895
2016-10-21,167600,168000,165800,166200,163186.0469,302760
2016-10-24,165200,167200,165200,166600,163578.8125,676375
2016-10-25,165000,168600,165000,167400,164364.2969,433705
2016-10-26,165400,170400,165400,169600,166524.3906,355425
2016-10-27,172600,176600,170600,171800,168684.5,891990
2016-10-28,174200,175200,171000,172000,168880.875,402110
2016-10-31,171600,173200,169400,171400,168291.75,331060
2016-11-01,172000,172000,166400,169400,166328.0156,1123265
2016-11-02,169800,170000,164600,165200,162204.1875,426830
2016-11-03,165200,165200,162400,162400,159454.9688,341725
2016-11-04,161600,162000,157000,157800,154938.375,512375
2016-11-07,159600,165800,159000,164000,161025.9531,499495
2016-11-08,165800,167600,162200,163000,160044.0781,314520
2016-11-09,165200,165400,156800,161000,158080.3594,621875
2016-11-10,163200,163800,160200,161200,158276.7344,412645
2016-11-11,156200,158000,151400,152000,149243.5625,1071655
2016-11-14,152000,155800,149200,149200,146494.3438,697325
2016-11-15,149200,152400,147800,148800,146101.5781,665320
2016-11-16,150200,151800,148200,150200,147476.2031,774980
2016-11-17,149600,151000,148600,149000,146297.9688,496945
2016-11-18,152000,154600,150000,154200,151403.6563,722370
2016-11-21,154200,159800,151800,157200,154349.2813,736210
2016-11-22,157600,162600,157400,162000,159062.2188,526770
2016-11-23,159000,161800,158400,159000,156116.625,377550
2016-11-24,157800,161000,156600,160400,157491.2344,351705
2016-11-25,162000,163400,160400,161000,158080.3594,623920
2016-11-28,160400,163000,158400,161600,158669.4688,380760
2016-11-29,160400,163000,160200,160200,157294.8594,283105
2016-11-30,160400,162000,157200,159600,156705.7344,842935
2016-12-01,158000,159600,152800,152800,150029.0469,519310
2016-12-02,155400,155400,150800,151000,148261.6875,399800
2016-12-05,149800,153800,148800,152800,150029.0469,410670
2016-12-06,154800,155600,150000,151200,148458.0625,492710
2016-12-07,151400,152400,149800,150000,147279.8438,264505
2016-12-08,151200,160800,151200,160800,157883.9844,674935
2016-12-09,160800,162800,159200,160000,157098.4844,411510
2016-12-12,160800,161600,157600,158400,155527.5,302605
2016-12-13,158800,159000,156400,157200,154349.2813,303985
2016-12-14,158600,159200,156200,157000,154152.8906,263835
2016-12-15,157000,158800,156800,157200,154349.2813,419820
2016-12-16,159400,161200,157800,161200,158276.7344,501105
2016-12-19,160200,161200,159200,160000,157098.4844,238945
2016-12-20,160000,160400,157000,157400,154545.6406,328070
2016-12-21,159000,159400,155800,155800,152974.6563,220970
2016-12-22,155800,157200,153400,154600,151796.4063,393385
2016-12-23,154200,155400,152400,153600,150814.5469,266875
2016-12-26,153200,154600,153000,153000,150225.4219,103325
2016-12-27,153200,154600,152600,154400,151600.0313,159810
2016-12-28,157000,157000,152600,152600,150938.3281,288685
2016-12-29,151600,155400,150800,155000,153312.1875,281620
2017-01-02,155600,157400,155000,155400,153707.8281,153885
2017-01-03,155400,155400,153400,153400,151729.6094,258830
2017-01-04,155000,162000,154200,162000,160235.9688,601795
2017-01-05,162000,162000,158200,158200,156477.3438,343620
2017-01-06,158200,160200,157200,159800,158059.9219,251345
2017-01-09,158200,159800,155400,155800,154103.4688,383440
2017-01-10,157400,158600,155800,158400,156675.1719,236860
2017-01-11,157200,160400,157200,159200,157466.4531,243710
2017-01-12,159800,163000,159200,160400,158653.3906,281945
2017-01-13,160400,161000,157400,158000,156279.5313,341155
2017-01-16,158400,160200,154800,158800,157070.8125,275210
2017-01-17,157400,159400,156400,159000,157268.625,254710
2017-01-18,160000,160000,157400,157600,155883.875,275880
2017-01-19,157400,161200,157400,160200,158455.5625,339055
2017-01-20,159400,159600,157000,157000,155290.4063,367175
2017-01-23,155600,155800,152600,154200,152520.8906,453340
2017-01-24,154200,154200,152000,152200,150542.6719,534400
2017-01-25,152600,153600,152000,152600,150938.3281,595025
2017-01-26,150200,152600,147200,150600,148960.0938,1372095
2017-01-31,150000,153400,148600,151600,149949.2188,638050
2017-02-01,152200,154800,152000,154200,152520.8906,462705
2017-02-02,155200,156000,154000,154400,152718.7344,605250
2017-02-03,154000,155200,153400,154800,153114.375,712070
2017-02-06,156200,156200,154400,155800,154103.4688,635145
2017-02-07,155600,160400,155000,160000,158257.75,675555
2017-02-08,159800,159800,158200,159000,157268.625,388215
2017-02-09,157600,159200,156600,157400,155686.0469,510115
2017-02-10,159000,159000,157400,159000,157268.625,337445
2017-02-13,160000,160600,157600,159000,157268.625,296900
2017-02-14,157000,158000,153200,154000,152323.0781,599535
2017-02-15,153800,155400,153600,154600,152916.5469,332175
2017-02-16,154000,155400,153800,155400,153707.8281,369105
2017-02-17,154600,157000,154400,156000,154301.2969,521705
2017-02-20,154600,156800,154400,156200,154499.125,375210
2017-02-21,155600,158600,155200,158000,156279.5313,577870
2017-02-22,157600,160000,157200,159400,157664.2656,536860
2017-02-23,161000,163000,160800,161600,159840.3281,484775
2017-02-24,160600,161400,158600,160600,158851.2031,385865
2017-02-27,160000,161400,158400,159200,157466.4531,169475
2017-02-28,158800,160000,155200,155200,153510.0156,486990
2017-03-02,159800,163800,158000,163000,161225.0625,754810
2017-03-03,163200,167800,158800,161800,160038.1406,491510
2017-03-06,162000,163400,159000,160000,158257.75,289975
2017-03-07,160000,161200,158800,159800,158059.9219,241580
2017-03-08,159600,161400,158200,160000,158257.75,281890
2017-03-09,160200,161200,157800,157800,156081.6875,378925
2017-03-10,157800,160400,156600,160000,158257.75,244535
2017-03-13,160000,166600,159800,165200,163401.125,417320
2017-03-14,165400,166600,162200,163000,161225.0625,472435
2017-03-15,163400,165200,162000,164000,162214.1875,203935
2017-03-16,166800,167000,163400,163800,162016.3594,266575
2017-03-17,165000,166600,163800,165400,163598.9375,295345
2017-03-20,166000,166000,162000,163600,161818.5469,296465
2017-03-21,165600,174400,165000,174200,172303.125,750975
2017-03-22,174000,174200,169200,169800,167951.0313,396060
2017-03-23,172000,174400,170200,172800,170918.3594,400310
2017-03-24,172800,176000,172800,174400,172500.9375,278930
2017-03-27,173000,178400,173000,177000,175072.625,302295
2017-03-28,177000,177200,170200,170600,168742.3281,412375
2017-03-29,171800,173000,170800,172800,170918.3594,293580
2017-03-30,173000,174800,171200,172200,170324.9063,285375
2017-03-31,172200,174000,170800,171000,169137.9688,250130
2017-04-03,171000,175600,168600,174600,172698.7656,274420
2017-04-04,173600,173800,169200,170000,168148.8438,297970
2017-04-05,171400,171800,167000,168600,166764.1094,498370
2017-04-06,167600,168000,165200,168000,166170.625,360515
2017-04-07,167400,168400,165000,165600,163796.7656,288355
2017-04-10,164600,165600,162200,163600,161818.5469,357030
2017-04-11,162000,162200,153400,154000,152323.0781,1315330
2017-04-12,154600,155400,151400,153600,151927.4375,1027245
2017-04-13,154600,160600,154000,160400,158653.3906,865200
2017-04-14,159600,162200,157200,157400,155686.0469,298945
2017-04-17,156000,158600,154600,157000,155290.4063,277915
2017-04-18,158200,158200,155400,155600,153905.6563,271110
2017-04-19,155600,157000,155400,155400,153707.8281,414170
2017-04-20,157000,160000,156200,159200,157466.4531,491485
2017-04-21,160200,162600,159200,162600,160829.4219,429565
2017-04-24,162200,162600,161000,162000,160235.9688,434330
2017-04-25,163000,163000,160600,163000,161225.0625,756755
2017-04-26,163000,163200,160800,161400,159642.5,805525
2017-04-27,159200,160000,157000,158200,156477.3438,845670
2017-04-28,158200,160600,158200,160000,158257.75,562865
2017-05-02,160000,161400,158000,160200,158455.5625,543710
2017-05-04,161200,164600,160600,164600,162807.6406,440910
2017-05-08,164600,169000,163000,169000,167159.75,669455
2017-05-10,171800,175600,164600,164800,163005.4844,705380
2017-05-11,168200,173200,167400,173200,171314,874490
2017-05-12,172800,173000,168400,169600,167753.2031,382985
2017-05-15,170600,170800,166800,167800,165972.8125,237630
2017-05-16,167800,170000,166000,167800,165972.8125,274785
2017-05-17,167000,167600,165800,166400,164588.0469,366720
2017-05-18,165800,166400,163400,164800,163005.4844,294995
2017-05-19,164400,166600,164400,166400,164588.0469,625785
2017-05-22,169600,169600,166800,169400,167555.3906,350695
2017-05-23,169200,170000,167600,168400,166566.2813,372980
2017-05-24,170000,171000,168400,170400,168544.5,458045
2017-05-25,171000,171600,169600,170400,168544.5,334035
2017-05-26,172000,172600,170800,171000,169137.9688,308290
2017-05-29,172000,172800,170400,171200,169335.7813,227025
2017-05-30,171200,171800,169000,170400,168544.5,335805
2017-05-31,169800,172800,168600,169000,167159.75,477640
2017-06-01,170000,172000,168400,168400,166566.2813,275535
2017-06-02,168600,172800,168600,172800,170918.3594,343200
2017-06-05,170800,177400,170800,175200,173292.2188,521740
2017-06-07,175200,177600,174200,175200,173292.2188,420540
2017-06-08,177000,178600,175400,178000,176061.7344,525280
2017-06-09,179000,195000,178800,192000,189909.2969,917310
2017-06-12,185200,186600,179000,179000,177050.8594,991915
2017-06-13,179000,183800,178200,179000,177050.8594,563110
2017-06-14,179600,182800,175000,176600,174676.9844,665990
2017-06-15,176000,179200,175800,177000,175072.625,384370
2017-06-16,177800,178400,174600,178400,176457.375,483825
2017-06-19,177400,179600,175200,175600,173687.875,317660
2017-06-20,178400,178600,172800,173200,171314,419665
